[2025-03-16T03:50:34.744+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-03-16T03:50:34.759+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: data_pipeline.bronze_layer_group.quality_check_raw_data scheduled__2025-03-16T02:00:00+00:00 [queued]>
[2025-03-16T03:50:34.767+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: data_pipeline.bronze_layer_group.quality_check_raw_data scheduled__2025-03-16T02:00:00+00:00 [queued]>
[2025-03-16T03:50:34.767+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 4
[2025-03-16T03:50:34.779+0000] {taskinstance.py:2889} INFO - Executing <Task(_PythonDecoratedOperator): bronze_layer_group.quality_check_raw_data> on 2025-03-16 02:00:00+00:00
[2025-03-16T03:50:34.788+0000] {standard_task_runner.py:72} INFO - Started process 362 to run task
[2025-03-16T03:50:34.795+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'data_pipeline', 'bronze_layer_group.quality_check_raw_data', 'scheduled__2025-03-16T02:00:00+00:00', '--job-id', '111', '--raw', '--subdir', 'DAGS_FOLDER/data_pipeline.py', '--cfg-path', '/tmp/tmpjobqymjm']
[2025-03-16T03:50:34.797+0000] {standard_task_runner.py:105} INFO - Job 111: Subtask bronze_layer_group.quality_check_raw_data
[2025-03-16T03:50:34.853+0000] {task_command.py:467} INFO - Running <TaskInstance: data_pipeline.bronze_layer_group.quality_check_raw_data scheduled__2025-03-16T02:00:00+00:00 [running]> on host c891f3a5df31
[2025-03-16T03:50:34.945+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='data_pipeline' AIRFLOW_CTX_TASK_ID='bronze_layer_group.quality_check_raw_data' AIRFLOW_CTX_EXECUTION_DATE='2025-03-16T02:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-03-16T02:00:00+00:00'
[2025-03-16T03:50:34.946+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-03-16T03:50:34.955+0000] {log.py:232} WARNING - 2025-03-16 03:50:34.954 | INFO     | data_pipeline.bronze.validate_raw_data:validate_raw_data:171 - Initial columns: ['VendorID', 'lpep_pickup_datetime', 'lpep_dropoff_datetime', 'store_and_fwd_flag', 'RatecodeID', 'PULocationID', 'DOLocationID', 'passenger_count', 'trip_distance', 'fare_amount', 'extra', 'mta_tax', 'tip_amount', 'tolls_amount', 'ehail_fee', 'improvement_surcharge', 'total_amount', 'payment_type', 'trip_type', 'congestion_surcharge']
[2025-03-16T03:50:35.028+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.028 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:43:44', 'lpep_dropoff_datetime': '2024-03-01 03:07:12', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 25, 'DOLocationID': 165, 'passenger_count': 1.0, 'trip_distance': 5.26, 'fare_amount': 26.8, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 3.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 32.3, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.029+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.029 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:33:49', 'lpep_dropoff_datetime': '2024-03-01 02:47:59', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 82, 'DOLocationID': 80, 'passenger_count': 1.0, 'trip_distance': 4.5, 'fare_amount': 22.6, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 4.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 29.1, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.029+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.029 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:21:33', 'lpep_dropoff_datetime': '2024-03-01 02:28:39', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 82, 'DOLocationID': 157, 'passenger_count': 1.0, 'trip_distance': 1.35, 'fare_amount': 8.6, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 2.22, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 13.32, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.030+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.030 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:26:03', 'lpep_dropoff_datetime': '2024-03-01 02:33:17', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 75, 'DOLocationID': 236, 'passenger_count': 1.0, 'trip_distance': 1.3, 'fare_amount': 9.3, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 1.46, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 16.01, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 2.75, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.030+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.030 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 03:00:49', 'lpep_dropoff_datetime': '2024-03-01 03:06:01', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 75, 'DOLocationID': 75, 'passenger_count': 1.0, 'trip_distance': 0.82, 'fare_amount': 7.2, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.68, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 10.38, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.031+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.030 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:54:29', 'lpep_dropoff_datetime': '2024-03-01 02:05:16', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 80, 'DOLocationID': 223, 'passenger_count': 2.0, 'trip_distance': 5.97, 'fare_amount': 24.0, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 5.3, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 31.8, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.031+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.031 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:41:45', 'lpep_dropoff_datetime': '2024-03-01 02:53:37', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 80, 'DOLocationID': 54, 'passenger_count': 2.0, 'trip_distance': 4.93, 'fare_amount': 21.9, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 4.88, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 29.28, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.031+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.031 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:14:58', 'lpep_dropoff_datetime': '2024-03-01 02:30:34', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 36, 'DOLocationID': 112, 'passenger_count': 2.0, 'trip_distance': 2.94, 'fare_amount': 17.0, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 3.9, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 23.4, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.032+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.032 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:15:07', 'lpep_dropoff_datetime': '2024-03-01 02:15:16', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 116, 'DOLocationID': 116, 'passenger_count': 1.0, 'trip_distance': 0.0, 'fare_amount': 65.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 15.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 81.0, 'payment_type': 1.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.032+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.032 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:01:32', 'lpep_dropoff_datetime': '2024-03-01 02:20:51', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 36, 'DOLocationID': 233, 'passenger_count': 4.0, 'trip_distance': 6.67, 'fare_amount': 29.6, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 6.94, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 41.79, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 2.75, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.033+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.033 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:19:37', 'lpep_dropoff_datetime': '2024-03-01 02:26:26', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 260, 'DOLocationID': 129, 'passenger_count': 5.0, 'trip_distance': 1.23, 'fare_amount': 8.6, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 2.22, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 13.32, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.033+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.033 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 1, 'lpep_pickup_datetime': '2024-03-01 02:45:15', 'lpep_dropoff_datetime': '2024-03-01 02:47:39', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 129, 'DOLocationID': 83, 'passenger_count': 2.0, 'trip_distance': 0.6, 'fare_amount': 5.1, 'extra': 1.0, 'mta_tax': 1.5, 'tip_amount': 1.5, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 9.1, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '56260f22b136f778a46ea05f3ab62ef68d50f9316db5bb2b9600e8447ead7f36'}
[2025-03-16T03:50:35.033+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.033 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:19:24', 'lpep_dropoff_datetime': '2024-03-01 02:35:08', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 173, 'DOLocationID': 57, 'passenger_count': 1.0, 'trip_distance': 1.38, 'fare_amount': 35.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 5.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 0.3, 'total_amount': 40.3, 'payment_type': 1.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.034+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.034 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:10:46', 'lpep_dropoff_datetime': '2024-03-01 02:12:59', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 248, 'DOLocationID': 248, 'passenger_count': 1.0, 'trip_distance': 0.0, 'fare_amount': 15.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 16.0, 'payment_type': 1.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.034+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.034 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:45:32', 'lpep_dropoff_datetime': '2024-03-01 02:55:57', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 129, 'DOLocationID': 56, 'passenger_count': 2.0, 'trip_distance': 1.68, 'fare_amount': 12.1, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 4.38, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 18.98, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.035+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.035 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:57:58', 'lpep_dropoff_datetime': '2024-03-01 03:00:45', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 92, 'DOLocationID': 171, 'passenger_count': 1.0, 'trip_distance': 0.82, 'fare_amount': 5.8, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 8.3, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.035+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.035 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:13:15', 'lpep_dropoff_datetime': '2024-03-01 02:23:50', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 41, 'DOLocationID': 42, 'passenger_count': 1.0, 'trip_distance': 2.24, 'fare_amount': 11.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 12.0, 'payment_type': 2.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.036+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.035 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:33:46', 'lpep_dropoff_datetime': '2024-03-01 02:40:53', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 116, 'DOLocationID': 116, 'passenger_count': 1.0, 'trip_distance': 0.83, 'fare_amount': 10.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 11.0, 'payment_type': 2.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.036+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.036 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 03:55:37', 'lpep_dropoff_datetime': '2024-03-01 04:03:44', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 129, 'DOLocationID': 173, 'passenger_count': 1.0, 'trip_distance': 1.04, 'fare_amount': 9.3, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 11.8, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.037+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.036 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 03:56:12', 'lpep_dropoff_datetime': '2024-03-01 03:56:18', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 95, 'DOLocationID': 264, 'passenger_count': 1.0, 'trip_distance': 0.0, 'fare_amount': 9.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 10.0, 'payment_type': 1.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.037+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.037 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 03:00:02', 'lpep_dropoff_datetime': '2024-03-01 03:32:09', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 82, 'DOLocationID': 129, 'passenger_count': 2.0, 'trip_distance': 3.64, 'fare_amount': 28.9, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 31.4, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.037+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.037 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 03:25:48', 'lpep_dropoff_datetime': '2024-03-01 03:51:30', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 36, 'DOLocationID': 164, 'passenger_count': 5.0, 'trip_distance': 7.8, 'fare_amount': 34.5, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 7.95, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 47.7, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 2.75, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.038+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.038 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 02:51:28', 'lpep_dropoff_datetime': '2024-03-01 03:00:40', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 260, 'DOLocationID': 138, 'passenger_count': 5.0, 'trip_distance': 4.01, 'fare_amount': 18.4, 'extra': 6.0, 'mta_tax': 0.5, 'tip_amount': 5.18, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 31.08, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.038+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.038 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 03:12:31', 'lpep_dropoff_datetime': '2024-03-01 03:13:26', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 264, 'DOLocationID': 264, 'passenger_count': 2.0, 'trip_distance': 0.23, 'fare_amount': 10.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 11.0, 'payment_type': 1.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.039+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.039 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 03:27:56', 'lpep_dropoff_datetime': '2024-03-01 03:50:15', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 56, 'DOLocationID': 61, 'passenger_count': 1.0, 'trip_distance': 10.38, 'fare_amount': 41.5, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 44.0, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.039+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.039 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 03:27:36', 'lpep_dropoff_datetime': '2024-03-01 03:32:43', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 41, 'DOLocationID': 42, 'passenger_count': 1.0, 'trip_distance': 1.26, 'fare_amount': 9.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 10.0, 'payment_type': 2.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.040+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.039 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 03:51:07', 'lpep_dropoff_datetime': '2024-03-01 03:59:13', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 42, 'DOLocationID': 119, 'passenger_count': 1.0, 'trip_distance': 1.83, 'fare_amount': 18.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 19.0, 'payment_type': 2.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.040+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.040 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 04:43:09', 'lpep_dropoff_datetime': '2024-03-01 04:58:49', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 129, 'DOLocationID': 226, 'passenger_count': 1.0, 'trip_distance': 2.23, 'fare_amount': 14.9, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 17.4, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
